9.5 , 5.46374 , 3.04168
9.5 , 5.65499 , 3.05857
9.5 , 5.84624 , 3.07589
9.5 , 6.03749 , 3.09363
9.5 , 6.22874 , 3.11177
9.5 , 6.41999 , 3.1303
9.5 , 6.61124 , 3.14922
9.5 , 6.80249 , 3.16851
9.5 , 6.99374 , 3.18816
9.5 , 7.18499 , 3.20817
9.5 , 7.37624 , 3.22852
9.5 , 7.56749 , 3.24919
9.5 , 7.75874 , 3.27019
9.5 , 7.94999 , 3.29151
9.5 , 8.14124 , 3.31312
9.5 , 8.33249 , 3.33503
9.5 , 8.52374 , 3.35723
9.5 , 8.71498 , 3.37971
9.5 , 8.90623 , 3.40245
9.5 , 9.09748 , 3.42546
9.5 , 9.28873 , 3.44872
9.5 , 9.47998 , 3.47222
9.5 , 9.67123 , 3.49597
9.5 , 9.86248 , 3.51994
9.5 , 10.0537 , 3.54414
9.5 , 10.245 , 3.56856
9.5 , 10.4362 , 3.5932
9.5 , 10.6275 , 3.61803
9.5 , 10.8187 , 3.64307
9.5 , 11.01 , 3.6683
9.5 , 11.2012 , 3.69372
9.5 , 11.3925 , 3.71931
9.5 , 11.5837 , 3.74509
10 , -11.175 , 3.7477
10 , -10.9837 , 3.72287
10 , -10.7925 , 3.69824
10 , -10.6012 , 3.6738
10 , -10.41 , 3.64958
10 , -10.2188 , 3.62556
10 , -10.0275 , 3.60177
10 , -9.83625 , 3.5782
10 , -9.645 , 3.55486
10 , -9.45375 , 3.53176
10 , -9.2625 , 3.5089
10 , -9.07125 , 3.4863
10 , -8.88 , 3.46396
10 , -8.68875 , 3.44189
10 , -8.4975 , 3.42009
10 , -8.30625 , 3.39857
10 , -8.115 , 3.37735
10 , -7.92375 , 3.35642
10 , -7.7325 , 3.3358
10 , -7.54125 , 3.3155
10 , -7.35 , 3.29553
10 , -7.15875 , 3.27589
10 , -6.9675 , 3.25659
10 , -6.77625 , 3.23765
10 , -6.585 , 3.21907
10 , -6.39375 , 3.20086
10 , -6.2025 , 3.18303
10 , -6.01125 , 3.1656
10 , -5.82 , 3.14857
10 , -5.62875 , 3.13196
10 , -5.4375 , 3.11576
10 , -5.24625 , 3.1
10 , -5.055 , 3.08469
10 , -4.86375 , 3.06983
10 , -4.6725 , 3.05543
10 , -4.48125 , 3.04151
10 , -4.29 , 3.02808
10 , -4.09875 , 3.01514
10 , -3.90751 , 3.00271
10 , -3.71626 , 2.9908
10 , -3.52501 , 2.97941
10 , -3.33376 , 2.96856
10 , -3.14251 , 2.95826
10 , -2.95126 , 2.94851
10 , -2.76001 , 2.93932
10 , -2.56876 , 2.93071
10 , -2.37751 , 2.92268
10 , -2.18626 , 2.91524
10 , -1.99501 , 2.9084
10 , -1.80376 , 2.90216
10 , -1.61251 , 2.89652
10 , -1.42126 , 2.89151
10 , -1.23001 , 2.88711
10 , -1.03876 , 2.88334
10 , -0.847507 , 2.8802
10 , -0.656258 , 2.87769
10 , -0.465008 , 2.87582
10 , -0.273758 , 2.87459
10 , -0.0825081 , 2.87399
10 , 0.108742 , 2.87404
10 , 0.299992 , 2.87472
10 , 0.491241 , 2.87604
10 , 0.682491 , 2.878
10 , 0.873741 , 2.8806
10 , 1.06499 , 2.88382
10 , 1.25624 , 2.88768
10 , 1.44749 , 2.89216
10 , 1.63874 , 2.89726
10 , 1.82999 , 2.90298
10 , 2.02124 , 2.9093
10 , 2.21249 , 2.91623
10 , 2.40374 , 2.92375
10 , 2.59499 , 2.93186
10 , 2.78624 , 2.94055
10 , 2.97749 , 2.94981
10 , 3.16874 , 2.95964
10 , 3.35999 , 2.97002
10 , 3.55124 , 2.98094
10 , 3.74249 , 2.9924
10 , 3.93374 , 3.00439
10 , 4.12499 , 3.01689
10 , 4.31624 , 3.02989
10 , 4.50749 , 3.04339
10 , 4.69874 , 3.05738
10 , 4.88999 , 3.07184
10 , 5.08124 , 3.08676
10 , 5.27249 , 3.10214
10 , 5.46374 , 3.11796
10 , 5.65499 , 3.13421
10 , 5.84624 , 3.15088
10 , 6.03749 , 3.16797
10 , 6.22874 , 3.18546
10 , 6.41999 , 3.20333
10 , 6.61124 , 3.22159
10 , 6.80249 , 3.24022
10 , 6.99374 , 3.25922
10 , 7.18499 , 3.27856
10 , 7.37624 , 3.29825
10 , 7.56749 , 3.31827
10 , 7.75874 , 3.33861
10 , 7.94999 , 3.35927
10 , 8.14124 , 3.38024
10 , 8.33249 , 3.40151
10 , 8.52374 , 3.42306
10 , 8.71498 , 3.4449
10 , 8.90623 , 3.46701
10 , 9.09748 , 3.48939
10 , 9.28873 , 3.51202
10 , 9.47998 , 3.53491
10 , 9.67123 , 3.55805
10 , 9.86248 , 3.58142
10 , 10.0537 , 3.60502
10 , 10.245 , 3.62884
10 , 10.4362 , 3.65289
10 , 10.6275 , 3.67714
10 , 10.8187 , 3.70161
10 , 11.01 , 3.72627
10.5 , -10.6012 , 3.73458
10.5 , -10.41 , 3.71093
10.5 , -10.2188 , 3.68749
10.5 , -10.0275 , 3.66427
10.5 , -9.83625 , 3.64129
10.5 , -9.645 , 3.61854
10.5 , -9.45375 , 3.59603
10.5 , -9.2625 , 3.57378
10.5 , -9.07125 , 3.55178
10.5 , -8.88 , 3.53005
10.5 , -8.68875 , 3.50859
10.5 , -8.4975 , 3.4874
10.5 , -8.30625 , 3.46651
10.5 , -8.115 , 3.4459
10.5 , -7.92375 , 3.4256
10.5 , -7.7325 , 3.40561
10.5 , -7.54125 , 3.38593
10.5 , -7.35 , 3.36659
10.5 , -7.15875 , 3.34757
10.5 , -6.9675 , 3.32891
10.5 , -6.77625 , 3.31059
10.5 , -6.585 , 3.29263
10.5 , -6.39375 , 3.27505
10.5 , -6.2025 , 3.25785
10.5 , -6.01125 , 3.24103
10.5 , -5.82 , 3.22461
10.5 , -5.62875 , 3.2086
10.5 , -5.4375 , 3.19301
10.5 , -5.24625 , 3.17784
10.5 , -5.055 , 3.16311
10.5 , -4.86375 , 3.14883
10.5 , -4.6725 , 3.135
10.5 , -4.48125 , 3.12163
10.5 , -4.29 , 3.10874
10.5 , -4.09875 , 3.09633
10.5 , -3.90751 , 3.08442
10.5 , -3.71626 , 3.073
10.5 , -3.52501 , 3.0621
10.5 , -3.33376 , 3.05172
10.5 , -3.14251 , 3.04186
10.5 , -2.95126 , 3.03254
10.5 , -2.76001 , 3.02376
10.5 , -2.56876 , 3.01553
10.5 , -2.37751 , 3.00787
10.5 , -2.18626 , 3.00076
10.5 , -1.99501 , 2.99423
10.5 , -1.80376 , 2.98828
10.5 , -1.61251 , 2.98291
10.5 , -1.42126 , 2.97813
10.5 , -1.23001 , 2.97394
10.5 , -1.03876 , 2.97034
10.5 , -0.847507 , 2.96735
10.5 , -0.656258 , 2.96496
10.5 , -0.465008 , 2.96318
10.5 , -0.273758 , 2.962
10.5 , -0.0825081 , 2.96144
10.5 , 0.108742 , 2.96148
10.5 , 0.299992 , 2.96213
10.5 , 0.491241 , 2.96339
10.5 , 0.682491 , 2.96525
10.5 , 0.873741 , 2.96773
10.5 , 1.06499 , 2.9708
10.5 , 1.25624 , 2.97448
10.5 , 1.44749 , 2.97875
10.5 , 1.63874 , 2.98361
10.5 , 1.82999 , 2.98906
10.5 , 2.02124 , 2.99509
10.5 , 2.21249 , 3.0017
10.5 , 2.40374 , 3.00889
10.5 , 2.59499 , 3.01663
10.5 , 2.78624 , 3.02493
10.5 , 2.97749 , 3.03379
10.5 , 3.16874 , 3.04318
10.5 , 3.35999 , 3.05311
10.5 , 3.55124 , 3.06357
10.5 , 3.74249 , 3.07454
10.5 , 3.93374 , 3.08602
10.5 , 4.12499 , 3.09801
10.5 , 4.31624 , 3.11048
10.5 , 4.50749 , 3.12344
10.5 , 4.69874 , 3.13687
10.5 , 4.88999 , 3.15076
10.5 , 5.08124 , 3.16511
10.5 , 5.27249 , 3.1799
10.5 , 5.46374 , 3.19512
10.5 , 5.65499 , 3.21077
10.5 , 5.84624 , 3.22684
10.5 , 6.03749 , 3.24331
10.5 , 6.22874 , 3.26018
10.5 , 6.41999 , 3.27744
10.5 , 6.61124 , 3.29508
10.5 , 6.80249 , 3.31308
10.5 , 6.99374 , 3.33145
10.5 , 7.18499 , 3.35016
10.5 , 7.37624 , 3.36922
10.5 , 7.56749 , 3.38861
10.5 , 7.75874 , 3.40833
10.5 , 7.94999 , 3.42837
10.5 , 8.14124 , 3.44871
10.5 , 8.33249 , 3.46935
10.5 , 8.52374 , 3.49029
10.5 , 8.71498 , 3.51151
10.5 , 8.90623 , 3.53301
10.5 , 9.09748 , 3.55478
10.5 , 9.28873 , 3.57682
10.5 , 9.47998 , 3.59911
10.5 , 9.67123 , 3.62165
10.5 , 9.86248 , 3.64443
10.5 , 10.0537 , 3.66744
10.5 , 10.245 , 3.69069
10.5 , 10.4362 , 3.71416
10.5 , 10.6275 , 3.73785
11 , -10.0275 , 3.72821
11 , -9.83625 , 3.7058
11 , -9.645 , 3.68362
11 , -9.45375 , 3.6617
11 , -9.2625 , 3.64002
11 , -9.07125 , 3.61861
11 , -8.88 , 3.59746
11 , -8.68875 , 3.57659
11 , -8.4975 , 3.556
11 , -8.30625 , 3.5357
11 , -8.115 , 3.51569
11 , -7.92375 , 3.49599
11 , -7.7325 , 3.47659
11 , -7.54125 , 3.45752
11 , -7.35 , 3.43877
11 , -7.15875 , 3.42036
11 , -6.9675 , 3.40228
11 , -6.77625 , 3.38456
11 , -6.585 , 3.3672
11 , -6.39375 , 3.3502
11 , -6.2025 , 3.33358
11 , -6.01125 , 3.31735
11 , -5.82 , 3.30151
11 , -5.62875 , 3.28607
11 , -5.4375 , 3.27104
11 , -5.24625 , 3.25643
11 , -5.055 , 3.24224
11 , -4.86375 , 3.2285
11 , -4.6725 , 3.21519
11 , -4.48125 , 3.20234
11 , -4.29 , 3.18996
11 , -4.09875 , 3.17804
11 , -3.90751 , 3.1666
11 , -3.71626 , 3.15565
11 , -3.52501 , 3.14519
11 , -3.33376 , 3.13524
11 , -3.14251 , 3.12579
11 , -2.95126 , 3.11686
11 , -2.76001 , 3.10846
11 , -2.56876 , 3.10059
11 , -2.37751 , 3.09325
11 , -2.18626 , 3.08646
11 , -1.99501 , 3.08021
11 , -1.80376 , 3.07452
11 , -1.61251 , 3.06939
11 , -1.42126 , 3.06482
11 , -1.23001 , 3.06082
11 , -1.03876 , 3.05738
11 , -0.847507 , 3.05453
11 , -0.656258 , 3.05225
11 , -0.465008 , 3.05054
11 , -0.273758 , 3.04942
11 , -0.0825081 , 3.04888
11 , 0.108742 , 3.04892
11 , 0.299992 , 3.04954
11 , 0.491241 , 3.05074
11 , 0.682491 , 3.05253
11 , 0.873741 , 3.05489
11 , 1.06499 , 3.05782
11 , 1.25624 , 3.06133
11 , 1.44749 , 3.06541
11 , 1.63874 , 3.07006
11 , 1.82999 , 3.07527
11 , 2.02124 , 3.08103
11 , 2.21249 , 3.08735
11 , 2.40374 , 3.09422
11 , 2.59499 , 3.10163
11 , 2.78624 , 3.10958
11 , 2.97749 , 3.11806
11 , 3.16874 , 3.12706
11 , 3.35999 , 3.13657
11 , 3.55124 , 3.1466
11 , 3.74249 , 3.15712
11 , 3.93374 , 3.16814
11 , 4.12499 , 3.17965
11 , 4.31624 , 3.19163
11 , 4.50749 , 3.20408
11 , 4.69874 , 3.21699
11 , 4.88999 , 3.23035
11 , 5.08124 , 3.24416
11 , 5.27249 , 3.2584
11 , 5.46374 , 3.27307
11 , 5.65499 , 3.28816
11 , 5.84624 , 3.30366
11 , 6.03749 , 3.31955
11 , 6.22874 , 3.33584
11 , 6.41999 , 3.35251
11 , 6.61124 , 3.36956
11 , 6.80249 , 3.38697
11 , 6.99374 , 3.40474
11 , 7.18499 , 3.42286
11 , 7.37624 , 3.44132
11 , 7.56749 , 3.46012
11 , 7.75874 , 3.47923
11 , 7.94999 , 3.49867
11 , 8.14124 , 3.51842
11 , 8.33249 , 3.53847
11 , 8.52374 , 3.55881
11 , 8.71498 , 3.57944
11 , 8.90623 , 3.60035
11 , 9.09748 , 3.62153
11 , 9.28873 , 3.64298
11 , 9.47998 , 3.66469
11 , 9.67123 , 3.68665
11 , 9.86248 , 3.70886
11 , 10.0537 , 3.73131
11.5 , -9.45375 , 3.72864
11.5 , -9.2625 , 3.70753
11.5 , -9.07125 , 3.68668
11.5 , -8.88 , 3.6661
11.5 , -8.68875 , 3.6458
11.5 , -8.4975 , 3.62578
11.5 , -8.30625 , 3.60604
11.5 , -8.115 , 3.58661
11.5 , -7.92375 , 3.56748
11.5 , -7.7325 , 3.54866
11.5 , -7.54125 , 3.53015
11.5 , -7.35 , 3.51197
11.5 , -7.15875 , 3.49413
11.5 , -6.9675 , 3.47662
11.5 , -6.77625 , 3.45947
11.5 , -6.585 , 3.44266
11.5 , -6.39375 , 3.42623
11.5 , -6.2025 , 3.41016
11.5 , -6.01125 , 3.39447
11.5 , -5.82 , 3.37917
11.5 , -5.62875 , 3.36427
11.5 , -5.4375 , 3.34977
11.5 , -5.24625 , 3.33568
11.5 , -5.055 , 3.322
11.5 , -4.86375 , 3.30876
11.5 , -4.6725 , 3.29595
11.5 , -4.48125 , 3.28358
11.5 , -4.29 , 3.27166
11.5 , -4.09875 , 3.2602
11.5 , -3.90751 , 3.24921
11.5 , -3.71626 , 3.23868
11.5 , -3.52501 , 3.22864
11.5 , -3.33376 , 3.21908
11.5 , -3.14251 , 3.21001
11.5 , -2.95126 , 3.20145
11.5 , -2.76001 , 3.19339
11.5 , -2.56876 , 3.18584
11.5 , -2.37751 , 3.17881
11.5 , -2.18626 , 3.1723
11.5 , -1.99501 , 3.16631
11.5 , -1.80376 , 3.16086
11.5 , -1.61251 , 3.15595
11.5 , -1.42126 , 3.15157
11.5 , -1.23001 , 3.14774
11.5 , -1.03876 , 3.14446
11.5 , -0.847507 , 3.14173
11.5 , -0.656258 , 3.13954
11.5 , -0.465008 , 3.13792
11.5 , -0.273758 , 3.13684
11.5 , -0.0825081 , 3.13632
11.5 , 0.108742 , 3.13636
11.5 , 0.299992 , 3.13696
11.5 , 0.491241 , 3.13811
11.5 , 0.682491 , 3.13981
11.5 , 0.873741 , 3.14207
11.5 , 1.06499 , 3.14488
11.5 , 1.25624 , 3.14824
11.5 , 1.44749 , 3.15214
11.5 , 1.63874 , 3.15659
11.5 , 1.82999 , 3.16158
11.5 , 2.02124 , 3.1671
11.5 , 2.21249 , 3.17316
11.5 , 2.40374 , 3.17974
11.5 , 2.59499 , 3.18684
11.5 , 2.78624 , 3.19446
11.5 , 2.97749 , 3.20259
11.5 , 3.16874 , 3.21123
11.5 , 3.35999 , 3.22036
11.5 , 3.55124 , 3.22999
11.5 , 3.74249 , 3.2401
11.5 , 3.93374 , 3.25069
11.5 , 4.12499 , 3.26175
11.5 , 4.31624 , 3.27327
11.5 , 4.50749 , 3.28525
11.5 , 4.69874 , 3.29768
11.5 , 4.88999 , 3.31055
11.5 , 5.08124 , 3.32385
11.5 , 5.27249 , 3.33758
11.5 , 5.46374 , 3.35173
11.5 , 5.65499 , 3.36629
11.5 , 5.84624 , 3.38125
11.5 , 6.03749 , 3.3966
11.5 , 6.22874 , 3.41234
11.5 , 6.41999 , 3.42846
11.5 , 6.61124 , 3.44495
11.5 , 6.80249 , 3.4618
11.5 , 6.99374 , 3.479
11.5 , 7.18499 , 3.49656
11.5 , 7.37624 , 3.51445
11.5 , 7.56749 , 3.53267
11.5 , 7.75874 , 3.55122
11.5 , 7.94999 , 3.57008
11.5 , 8.14124 , 3.58926
11.5 , 8.33249 , 3.60873
11.5 , 8.52374 , 3.6285
11.5 , 8.71498 , 3.64856
11.5 , 8.90623 , 3.66891
11.5 , 9.09748 , 3.68952
11.5 , 9.28873 , 3.71041
11.5 , 9.47998 , 3.73156
12 , -8.88 , 3.73586
12 , -8.68875 , 3.7161
12 , -8.4975 , 3.69663
12 , -8.30625 , 3.67745
12 , -8.115 , 3.65856
12 , -7.92375 , 3.63997
12 , -7.7325 , 3.6217
12 , -7.54125 , 3.60374
12 , -7.35 , 3.58611
12 , -7.15875 , 3.5688
12 , -6.9675 , 3.55184
12 , -6.77625 , 3.53521
12 , -6.585 , 3.51894
12 , -6.39375 , 3.50303
12 , -6.2025 , 3.48749
12 , -6.01125 , 3.47232
12 , -5.82 , 3.45753
12 , -5.62875 , 3.44313
12 , -5.4375 , 3.42912
12 , -5.24625 , 3.41552
12 , -5.055 , 3.40233
12 , -4.86375 , 3.38955
12 , -4.6725 , 3.3772
12 , -4.48125 , 3.36528
12 , -4.29 , 3.3538
12 , -4.09875 , 3.34277
12 , -3.90751 , 3.33218
12 , -3.71626 , 3.32206
12 , -3.52501 , 3.31239
12 , -3.33376 , 3.3032
12 , -3.14251 , 3.29449
12 , -2.95126 , 3.28626
12 , -2.76001 , 3.27852
12 , -2.56876 , 3.27127
12 , -2.37751 , 3.26451
12 , -2.18626 , 3.25827
12 , -1.99501 , 3.25253
12 , -1.80376 , 3.2473
12 , -1.61251 , 3.24258
12 , -1.42126 , 3.23839
12 , -1.23001 , 3.23472
12 , -1.03876 , 3.23157
12 , -0.847507 , 3.22895
12 , -0.656258 , 3.22686
12 , -0.465008 , 3.22529
12 , -0.273758 , 3.22427
12 , -0.0825081 , 3.22377
12 , 0.108742 , 3.22381
12 , 0.299992 , 3.22438
12 , 0.491241 , 3.22548
12 , 0.682491 , 3.22711
12 , 0.873741 , 3.22928
12 , 1.06499 , 3.23197
12 , 1.25624 , 3.23519
12 , 1.44749 , 3.23893
12 , 1.63874 , 3.2432
12 , 1.82999 , 3.24798
12 , 2.02124 , 3.25328
12 , 2.21249 , 3.25909
12 , 2.40374 , 3.26541
12 , 2.59499 , 3.27223
12 , 2.78624 , 3.27955
12 , 2.97749 , 3.28736
12 , 3.16874 , 3.29566
12 , 3.35999 , 3.30444
12 , 3.55124 , 3.31369
12 , 3.74249 , 3.32342
12 , 3.93374 , 3.33361
12 , 4.12499 , 3.34425
12 , 4.31624 , 3.35535
12 , 4.50749 , 3.36689
12 , 4.69874 , 3.37887
12 , 4.88999 , 3.39128
12 , 5.08124 , 3.40411
12 , 5.27249 , 3.41736
12 , 5.46374 , 3.43102
12 , 5.65499 , 3.44508
12 , 5.84624 , 3.45954
12 , 6.03749 , 3.47438
12 , 6.22874 , 3.4896
12 , 6.41999 , 3.5052
12 , 6.61124 , 3.52116
12 , 6.80249 , 3.53747
12 , 6.99374 , 3.55414
12 , 7.18499 , 3.57116
12 , 7.37624 , 3.58851
12 , 7.56749 , 3.60619
12 , 7.75874 , 3.62419
12 , 7.94999 , 3.64251
12 , 8.14124 , 3.66113
12 , 8.33249 , 3.68006
12 , 8.52374 , 3.69928
12 , 8.71498 , 3.7188
12 , 8.90623 , 3.73859
12.5 , -8.115 , 3.73146
12.5 , -7.92375 , 3.7134
12.5 , -7.7325 , 3.69564
12.5 , -7.54125 , 3.67821
12.5 , -7.35 , 3.66109
12.5 , -7.15875 , 3.6443
12.5 , -6.9675 , 3.62785
12.5 , -6.77625 , 3.61173
12.5 , -6.585 , 3.59597
12.5 , -6.39375 , 3.58055
12.5 , -6.2025 , 3.5655
12.5 , -6.01125 , 3.55082
12.5 , -5.82 , 3.53651
12.5 , -5.62875 , 3.52259
12.5 , -5.4375 , 3.50905
12.5 , -5.24625 , 3.49591
12.5 , -5.055 , 3.48316
12.5 , -4.86375 , 3.47083
12.5 , -4.6725 , 3.45891
12.5 , -4.48125 , 3.44741
12.5 , -4.29 , 3.43633
12.5 , -4.09875 , 3.42569
12.5 , -3.90751 , 3.41549
12.5 , -3.71626 , 3.40574
12.5 , -3.52501 , 3.39643
12.5 , -3.33376 , 3.38758
12.5 , -3.14251 , 3.37919
12.5 , -2.95126 , 3.37127
12.5 , -2.76001 , 3.36382
12.5 , -2.56876 , 3.35685
12.5 , -2.37751 , 3.35036
12.5 , -2.18626 , 3.34435
12.5 , -1.99501 , 3.33883
12.5 , -1.80376 , 3.33381
12.5 , -1.61251 , 3.32928
12.5 , -1.42126 , 3.32525
12.5 , -1.23001 , 3.32172
12.5 , -1.03876 , 3.3187
12.5 , -0.847507 , 3.31618
12.5 , -0.656258 , 3.31418
12.5 , -0.465008 , 3.31268
12.5 , -0.273758 , 3.31169
12.5 , -0.0825081 , 3.31121
12.5 , 0.108742 , 3.31125
12.5 , 0.299992 , 3.3118
12.5 , 0.491241 , 3.31285
12.5 , 0.682491 , 3.31442
12.5 , 0.873741 , 3.3165
12.5 , 1.06499 , 3.31909
12.5 , 1.25624 , 3.32218
12.5 , 1.44749 , 3.32577
12.5 , 1.63874 , 3.32987
12.5 , 1.82999 , 3.33447
12.5 , 2.02124 , 3.33956
12.5 , 2.21249 , 3.34515
12.5 , 2.40374 , 3.35122
12.5 , 2.59499 , 3.35778
12.5 , 2.78624 , 3.36482
12.5 , 2.97749 , 3.37233
12.5 , 3.16874 , 3.38032
12.5 , 3.35999 , 3.38877
12.5 , 3.55124 , 3.39768
12.5 , 3.74249 , 3.40705
12.5 , 3.93374 , 3.41687
12.5 , 4.12499 , 3.42713
12.5 , 4.31624 , 3.43783
12.5 , 4.50749 , 3.44896
12.5 , 4.69874 , 3.46052
12.5 , 4.88999 , 3.4725
12.5 , 5.08124 , 3.48489
12.5 , 5.27249 , 3.49768
12.5 , 5.46374 , 3.51088
12.5 , 5.65499 , 3.52448
12.5 , 5.84624 , 3.53845
12.5 , 6.03749 , 3.55281
12.5 , 6.22874 , 3.56755
12.5 , 6.41999 , 3.58265
12.5 , 6.61124 , 3.59811
12.5 , 6.80249 , 3.61392
12.5 , 6.99374 , 3.63008
12.5 , 7.18499 , 3.64658
12.5 , 7.37624 , 3.66342
12.5 , 7.56749 , 3.68058
12.5 , 7.75874 , 3.69806
12.5 , 7.94999 , 3.71586
12.5 , 8.14124 , 3.73396
13 , -7.35 , 3.73685
13 , -7.15875 , 3.72055
13 , -6.9675 , 3.70458
13 , -6.77625 , 3.68895
13 , -6.585 , 3.67366
13 , -6.39375 , 3.65872
13 , -6.2025 , 3.64414
13 , -6.01125 , 3.62992
13 , -5.82 , 3.61606
13 , -5.62875 , 3.60258
13 , -5.4375 , 3.58948
13 , -5.24625 , 3.57677
13 , -5.055 , 3.56445
13 , -4.86375 , 3.55253
13 , -4.6725 , 3.54101
13 , -4.48125 , 3.5299
13 , -4.29 , 3.51921
13 , -4.09875 , 3.50894
13 , -3.90751 , 3.4991
13 , -3.71626 , 3.48969
13 , -3.52501 , 3.48071
13 , -3.33376 , 3.47218
13 , -3.14251 , 3.4641
13 , -2.95126 , 3.45647
13 , -2.76001 , 3.44929
13 , -2.56876 , 3.44257
13 , -2.37751 , 3.43632
13 , -2.18626 , 3.43054
13 , -1.99501 , 3.42523
13 , -1.80376 , 3.42039
13 , -1.61251 , 3.41604
13 , -1.42126 , 3.41216
13 , -1.23001 , 3.40877
13 , -1.03876 , 3.40586
13 , -0.847507 , 3.40344
13 , -0.656258 , 3.40151
13 , -0.465008 , 3.40007
13 , -0.273758 , 3.39912
13 , -0.0825081 , 3.39866
13 , 0.108742 , 3.39869
13 , 0.299992 , 3.39922
13 , 0.491241 , 3.40024
13 , 0.682491 , 3.40174
13 , 0.873741 , 3.40374
13 , 1.06499 , 3.40623
13 , 1.25624 , 3.4092
13 , 1.44749 , 3.41266
13 , 1.63874 , 3.41661
13 , 1.82999 , 3.42103
13 , 2.02124 , 3.42593
13 , 2.21249 , 3.43131
13 , 2.40374 , 3.43715
13 , 2.59499 , 3.44347
13 , 2.78624 , 3.45025
13 , 2.97749 , 3.45749
13 , 3.16874 , 3.46518
13 , 3.35999 , 3.47333
13 , 3.55124 , 3.48192
13 , 3.74249 , 3.49095
13 , 3.93374 , 3.50042
13 , 4.12499 , 3.51033
13 , 4.31624 , 3.52065
13 , 4.50749 , 3.5314
13 , 4.69874 , 3.54257
13 , 4.88999 , 3.55414
13 , 5.08124 , 3.56612
13 , 5.27249 , 3.57849
13 , 5.46374 , 3.59126
13 , 5.65499 , 3.60441
13 , 5.84624 , 3.61794
13 , 6.03749 , 3.63185
13 , 6.22874 , 3.64612
13 , 6.41999 , 3.66075
13 , 6.61124 , 3.67574
13 , 6.80249 , 3.69107
13 , 6.99374 , 3.70675
13 , 7.18499 , 3.72276
13 , 7.37624 , 3.73911
13.5 , -6.39375 , 3.73748
13.5 , -6.2025 , 3.72333
13.5 , -6.01125 , 3.70955
13.5 , -5.82 , 3.69612
13.5 , -5.62875 , 3.68307
13.5 , -5.4375 , 3.67038
13.5 , -5.24625 , 3.65808
13.5 , -5.055 , 3.64615
13.5 , -4.86375 , 3.63462
13.5 , -4.6725 , 3.62348
13.5 , -4.48125 , 3.61274
13.5 , -4.29 , 3.60241
13.5 , -4.09875 , 3.59248
13.5 , -3.90751 , 3.58297
13.5 , -3.71626 , 3.57388
13.5 , -3.52501 , 3.56522
13.5 , -3.33376 , 3.55698
13.5 , -3.14251 , 3.54918
13.5 , -2.95126 , 3.54182
13.5 , -2.76001 , 3.5349
13.5 , -2.56876 , 3.52842
13.5 , -2.37751 , 3.52239
13.5 , -2.18626 , 3.51682
13.5 , -1.99501 , 3.5117
13.5 , -1.80376 , 3.50704
13.5 , -1.61251 , 3.50284
13.5 , -1.42126 , 3.49911
13.5 , -1.23001 , 3.49584
13.5 , -1.03876 , 3.49304
13.5 , -0.847507 , 3.49071
13.5 , -0.656258 , 3.48885
13.5 , -0.465008 , 3.48746
13.5 , -0.273758 , 3.48654
13.5 , -0.0825081 , 3.4861
13.5 , 0.108742 , 3.48614
13.5 , 0.299992 , 3.48664
13.5 , 0.491241 , 3.48762
13.5 , 0.682491 , 3.48907
13.5 , 0.873741 , 3.491
13.5 , 1.06499 , 3.49339
13.5 , 1.25624 , 3.49626
13.5 , 1.44749 , 3.49959
13.5 , 1.63874 , 3.50339
13.5 , 1.82999 , 3.50765
13.5 , 2.02124 , 3.51238
13.5 , 2.21249 , 3.51756
13.5 , 2.40374 , 3.52319
13.5 , 2.59499 , 3.52928
13.5 , 2.78624 , 3.53582
13.5 , 2.97749 , 3.5428
13.5 , 3.16874 , 3.55023
13.5 , 3.35999 , 3.55809
13.5 , 3.55124 , 3.56638
13.5 , 3.74249 , 3.57511
13.5 , 3.93374 , 3.58425
13.5 , 4.12499 , 3.59382
13.5 , 4.31624 , 3.6038
13.5 , 4.50749 , 3.61419
13.5 , 4.69874 , 3.62498
13.5 , 4.88999 , 3.63618
13.5 , 5.08124 , 3.64776
13.5 , 5.27249 , 3.65974
13.5 , 5.46374 , 3.6721
13.5 , 5.65499 , 3.68484
13.5 , 5.84624 , 3.69794
13.5 , 6.03749 , 3.71142
13.5 , 6.22874 , 3.72525
13.5 , 6.41999 , 3.73944
14 , -5.24625 , 3.73978
14 , -5.055 , 3.72823
14 , -4.86375 , 3.71706
14 , -4.6725 , 3.70627
14 , -4.48125 , 3.69588
14 , -4.29 , 3.68588
14 , -4.09875 , 3.67628
14 , -3.90751 , 3.66709
14 , -3.71626 , 3.6583
14 , -3.52501 , 3.64993
14 , -3.33376 , 3.64197
14 , -3.14251 , 3.63443
14 , -2.95126 , 3.62732
14 , -2.76001 , 3.62063
14 , -2.56876 , 3.61438
14 , -2.37751 , 3.60856
14 , -2.18626 , 3.60318
14 , -1.99501 , 3.59824
14 , -1.80376 , 3.59374
14 , -1.61251 , 3.58969
14 , -1.42126 , 3.58609
14 , -1.23001 , 3.58294
14 , -1.03876 , 3.58024
14 , -0.847507 , 3.57799
14 , -0.656258 , 3.57619
14 , -0.465008 , 3.57486
14 , -0.273758 , 3.57397
14 , -0.0825081 , 3.57355
14 , 0.108742 , 3.57358
14 , 0.299992 , 3.57407
14 , 0.491241 , 3.57501
14 , 0.682491 , 3.57641
14 , 0.873741 , 3.57827
14 , 1.06499 , 3.58058
14 , 1.25624 , 3.58334
